933.722,905.768
680.97,826.636
678.5,818.5
844.741,814.518
927.308,809.962
693.563,810.64
943.634,802.538
929.5,797
972.273,791.709
926.357,789.881
980.5,786.417
838.273,786.045
813.625,786.583
917.095,782.857
804.653,783.917
584.333,748
654.778,742.556
628.444,732.611
700,716.733
1150.67,714.667
760.051,711.564
929.778,709.111
752.071,704.429
922.641,703.372
1023.5,701
891.233,699.633
1297.9,696.905
720.333,696.167
1045,691.733
1028.86,692.624
741.49,691.258
678.871,690.174
899.5,678.5
941,677.75
1132.12,675.182
1147.95,675.862
1094.14,674.137
1083.12,672.182
699.682,661.318
690.692,660.115
701.333,649.667
697.25,649.417
670.121,642.773
651.667,638.182
686.289,633.644
692.988,627.827
736.857,602.905
718,602.5
765.98,602.255
1150.44,600.222
870.425,601.889
1110.22,598.556
1178.5,599.952
1139,598.222
1031.56,598.667
728.889,599.25
787.733,595.467
759.917,595.875
1120.98,596.156
1085.95,596.01
1042.56,596.847
868.833,594.597
1231.64,593.894
1098.08,594.205
590.667,591.667
809.718,588.35
630.815,585.741
578.5,584.5
848,582.667
866.618,581.743
1162.86,581.471
1173.5,577.5
1258.96,578.539
1247.33,576.333
1154.18,577.874
938.131,577.56
583.5,574.5
1307.5,573.5
1124.3,570.303
625.571,569.357
1081.52,564.741
636.659,564.341
615.267,562.867
1302.06,563.793
784.359,563.297
1074.44,562
726.684,563.645
1119,559.5
1136.05,559.917
1253.88,561.236
602.127,559.968
1018,554
727.587,554.286
715.389,552.111
655.423,550.064
666.035,545.377
710.667,541
654.267,537.4
590.833,538.333
616.883,537.2
676.46,524.575
698.826,522.833
651.258,520.75
349.167,515.967
655.973,513.96
678.699,513.226
709.912,510.412
592.444,504.778
699.556,502.222
1134.91,488.279
984.333,486.667
731.514,488.962
1308.5,484
1124.5,484
805.284,483.843
1104.39,480.939
741.825,484.693
965.333,481.102
830.104,480.396
841.925,481.05
753.514,480.61
618.5,478
611.295,479.566
1056.77,477.467
994.573,479.703
986.1,477.283
936.343,479.293
1301.87,476.333
749.5,474.5
1227.5,476.02
672.879,475.539
566.556,472.778
659,472
731.667,470
664.833,470.083
575.063,472.822
948.194,471.248
1197.28,468.889
1075.52,469.977
854.266,469.047
1090.27,468.111
629.083,463.5
1084.11,461.778
844.549,462.902
621.22,464.184
745,457.5
938.319,456.493
902.848,456.848
949.804,455.283
610,454.788
709.177,455.99
1098.44,452.477
723.631,451.244
1086.06,446.394
1301.87,446.36
1004.29,444.413
945.874,446.05
879.667,444
872.333,440.333
770.304,442.583
716,441
644.083,440.833
998,438.705
681.4,436.833
668.704,436.241
692.283,433.507
580.583,432.5
606.061,427.394
661.867,425.333
613.59,414.513
602,403.222
654.132,407.712
641.857,402.683
620.372,402.641
709.051,402.242
