1150.22,742.556
1198.67,698.556
361.5,669
1264.83,659.667
1207.35,666.993
812,339.5
885.487,340.051
987.511,347.244
930.333,345
891.435,328.796
987.556,326
916.5,305
920.333,299.667
1099.49,317.19
1099.5,283
1073.73,256.467
487.479,259.5
1212.72,246.053
768.326,245.106
763.511,219.756
375.912,236.124
376.714,202.333
490.556,198.222
987.444,203.407
875.509,199.211
379.125,189.917
1098.26,184.038
937.5,179.5
879.974,212.804
390.5,179.5
874.583,169.5
1052.5,163.5
602.243,180.171
1097.67,160.333
822,173.18
883.333,158.667
883.5,150
390.177,155.129
638.286,138.19
714.333,135.552
501.618,136.789
490.982,158.794
660.476,117.762
602.401,140.477
501.476,113.762
1098.52,111.5
930.25,108.75
928.986,117.159
379.139,148.632
1214.91,163.408
1160.52,118.9
1272.48,99.5
984.667,88.8667
935.544,100.69
878.631,102.483
750.533,84.2667
771.947,129.11
612.556,72.7778
1099.01,70.4902
612.929,65.2857
716.439,61.6515
1210.17,70.4752
990,57.2667
494.556,69.8413
613.282,42.1026
606.556,32.7778
993.073,135.31
1052.44,30.2222
613.489,30.2444
883.507,88.5649
613.485,20.2424
1210.42,35.6601
1105.15,111.771
494.528,27.4167
883.509,10.2456
1217.84,46.613
987.379,20.3074
940.609,19.2311
