1138.22,822.556
955.238,796.524
889.69,788.5
941,711
1112.61,708.072
997.763,696.817
845.722,686.315
1010.04,684.709
1073.73,671
670.098,637.686
673.498,604.203
1046.36,599.429
928.317,595.579
938.667,591.333
1049.5,591
739.431,589.569
613.333,583.667
946.829,573.74
818.222,570.444
936.929,571.429
1192.17,567.333
824.974,565.633
682.048,561.81
744.97,558.455
821.019,557.208
1366.22,552.444
628.54,513.833
667.417,508.625
990.578,484.578
1167.22,474.216
1128.47,445.267
1116.85,445.252
662.571,409.667
696.967,383.2
689.626,385.414
365.63,383.37
622.016,377.374
630.889,376.844
1051.67,373.333
1057,368
1317.8,359.396
1155.46,354.269
1096.98,357.424
838,353.905
1055.69,355.142
1048,352.5
1087.5,348.5
1078.71,349.279
926.38,348.857
937.354,346.5
1153.39,344.84
1361.9,339.2
1370.73,336.723
991.121,334.515
1154,332
1145.15,332.55
1217.5,331.5
717.444,331.833
1208,330.386
918.667,328.333
708.565,330.306
1327.42,328.583
980.981,328.962
924.345,325.983
648.667,320
611.403,300.874
620.667,296.333
920.807,257.474
1291,254.667
927.646,253.062
1114,250
1002.91,247.807
1013.45,245.307
711.31,247.544
721.185,244.259
1110,241.5
936.708,242.083
1225.67,238.667
822.667,238.667
769,236
928.587,235.995
1027.2,234.805
998.923,233.835
825.5,231
852.5,227.5
808.45,230.558
815.596,227.772
1041.71,223.956
1020.25,222
874.597,224.126
1052,217
1015.22,217.407
1041.63,212.657
1083.44,209.31
1056.81,208.831
1074.63,208.248
640,198.778
660.062,195.562
639.5,170.133
651.394,149.939
930,138.333
1067.37,137.926
823.062,137.617
1074.06,133.382
920.333,133.532
814.303,134.179
623.212,130.82
901.646,126.5
1222,124
1187.33,119.833
627.428,120.457
1168.52,120.398
1158.17,116.652
1070.5,113.8
824.333,115.314
814.464,113.377
660.729,110.438
675.216,110.695
641.551,107.072
1100.07,107.068
1221.88,104.098
688.493,104.899
1048.5,94.5
1022.55,94.2
1055.67,91.6667
576.444,62.2222
1085.4,22.5079
725,22.5625
787,18.2931
943.244,15.7778
809.694,6.94444
980.37,4.92593
949.679,5.34568
1168.81,2.7
