1027.5,937
744.697,931.879
860.778,925.333
894.867,919.867
894.533,904.267
975.688,829.854
750.754,825.678
976.926,822.222
1264.44,819.222
881.41,803.103
987.594,801.229
979.08,793.884
774.778,789.556
672.812,772.444
834.222,721.444
617.375,721.292
948.449,719.928
957.436,706.412
952.018,699.596
844.46,700.287
623.625,696.292
771.667,693
839.691,689.642
764,688.5
902.933,688.827
798.333,685.25
912.5,684.5
1113.95,684.971
1107.22,681.556
1002.38,681.417
1416.5,674.5
1113,674.5
1009.5,674.5
628,658.654
1033.04,606.111
1277.88,604.5
1042.62,602.708
1206.78,599.222
680.378,598.511
1195.08,591.781
1137.23,589.319
1185.83,586.25
1142.67,584.333
1112.4,586.229
1221.85,581.926
905.958,574.646
985.182,570.121
991.8,563.1
1086.6,563.896
908.816,562.736
1179.91,561.932
1131,560.75
1167.65,562.741
922.031,559.969
595.205,545.795
689.222,509.222
1179.51,486.252
355.667,480.667
1042.32,475.4
796.292,475.167
1196.71,469.375
1303.75,467.458
628.928,465.449
640.278,463.778
742.571,461.81
951.182,460.667
1294.03,460.127
775.467,453.267
769.17,449.17
935.562,447.869
382.5,435.5
605.533,415.076
744.467,377
1140.23,375.602
944.956,374.111
1069.64,373.44
734.615,375.959
1169.24,372.399
937.224,369.916
1245.35,368.452
1052.44,347.733
695.249,345.657
1031.59,344.691
926.9,342.783
1044.04,344.282
806.089,340.131
834.907,335.556
1158.64,335.193
812.417,333.542
1192.33,328.333
1152.7,331.3
644.607,329.845
1305.76,328.79
1197.67,327.216
709.92,310.322
573.333,306.667
667.218,303.282
615.407,288.667
608,272.25
1215.78,260.889
921.394,256.939
1060.62,257.597
988.733,256.5
761.929,255.774
774.849,256.161
955.889,254.81
967.61,253.753
824.158,247.202
1055.61,247.457
702.061,246.03
1002,242.5
1282.89,242.928
992.704,240.444
1262.67,237
790,236.5
709.404,238.962
1313.53,234.733
1134.15,234.15
803.714,213.071
698.322,208.967
596.877,185.526
606.25,182.333
603.905,176.381
636.64,157.132
1174.76,145.476
1116.33,141.833
1182.08,141.786
1086.41,140.602
858.333,138.205
1055.79,136.75
555.667,134.667
1209.22,136.164
1078.9,131.137
1220.2,128.861
1140.56,131.92
1147.5,127
1110.05,126.128
789.444,125.222
1235.22,115.556
855.368,115.088
865.394,112.939
1154.11,104.778
1164.03,103.838
1007.39,101.488
972.883,101.392
613,92.7407
655.306,90.3889
670.667,54.6667
644.344,51.1354
562.5,44.4167
868.744,30.4872
798.148,29.7963
722.553,29.114
732.035,26.614
867.825,22.8596
1048.52,18.7619
971.889,18.3889
961.933,14.6667
1135.97,1.64
1027.42,2.10317
689,0.5
