917.333,511.267
1140.06,480.333
998.292,415.375
1208,364.5
919.923,348.615
1097.78,328.444
922.222,310.556
917.733,307.467
929.72,324.427
1210.56,289
876.286,275.385
764.496,243.761
876.467,221.733
987.723,242.424
710.443,212.622
487.361,195.708
375.673,212.912
822.148,178.519
1099.35,211.825
764.045,155.9
1211.03,185.364
925.784,123.745
933.621,121.778
768.38,156.747
928.778,101.556
924,102.417
875.444,102.222
1102.58,113.5
933.778,100.203
491.5,86
602.458,76.625
714.333,73
879.949,113.94
602.482,57.7407
991.411,88.6304
1103.49,21.7536
