769.18,912.282
709.733,836
759.5,821
925.889,817.676
760.333,804
1001.68,799.45
705.615,800.038
917.6,791.4
781.817,716.617
1012.56,713.852
771.28,711.751
625.762,707
1140.27,701.154
1206.25,689.167
1127.67,686.833
887.778,681.111
878.457,679.79
1214.58,676.5
659.312,663
264.625,624.583
303.833,609.444
1396.33,603.333
1284.8,602.667
1014.4,602.268
1020.13,595.133
1198,587.5
896.46,573.414
837.733,572.8
1063.5,572.75
844.778,567.444
855.367,567.067
984.161,566.506
995.524,562.762
709.736,546.681
636.384,534.697
652.539,535.37
959.321,488.778
947.556,486.222
1260.72,486.833
749.659,487.155
1270.15,484.333
757.818,484.667
701.137,474.154
341.333,474.5
1044.72,466.275
847.704,464.444
878.107,463.887
808.029,462.529
1199.44,460.659
976.444,458.222
725.133,457.333
1190.88,456.602
990.206,455.471
809.5,453.656
771.15,455
1256.75,452.389
1000.93,451.571
819.133,451.133
759.872,452.617
719.714,450.595
1431.51,450.378
1320.9,448.905
750.984,450.349
1265.17,450
679.782,437.423
684.85,429.267
629.103,424.41
636.79,414.359
730.667,381.757
811.5,377.877
883.746,374.822
725.949,374.987
1171.5,371
1188.91,369.088
1129.41,366.512
1179.75,364.095
1144.89,358.402
895.018,357.184
1121.92,356.022
1148.33,351.333
369.722,350.889
1061.57,349.167
1067.88,344.225
1099.81,336.833
665.017,319.81
365,309.238
661.562,308.375
657.667,278.242
688.061,277.606
670.751,278.418
678.317,269.808
298.5,264.417
694.339,266.13
1278.67,259.333
833,253.5
696.333,255
649.762,245.19
828.235,245.506
1226.65,244.523
662.321,244.553
1346.67,238.667
1078.22,231
1052.61,230.928
1068.97,230.368
731.6,230.1
1090.24,221.476
1005.42,213.578
1089.51,213.222
656.183,193.462
675.667,152.818
648.75,141.833
1355.22,139.556
809.946,139.946
595.458,137.194
903.82,134.774
1261.94,133.072
1060.27,128.568
932.564,127.359
909.856,128.641
715,118.5
1341.73,116.467
940.009,119.596
832.517,117.9
708.707,113.465
1246.76,111.19
935.326,110.025
508.667,101.667
1102.67,29.6667
738,29.5333
647.316,31.7778
1001,29.5
749.852,29.0741
1041.1,26.5752
996.676,20.7222
785.487,18.7436
904.556,12.7778
896.653,13.9867
734.614,12.0702
825.425,8.20833
810.714,4.92857
